user_x,user_y,relation
618,770,0.96
618,746,0.74
618,831,0.4
618,999,0.11
618,747,0.51
618,620,0.93
618,883,0.4
619,619,1.0
619,818,0.55
619,638,0.49
619,790,0.51
619,685,0.63
619,806,0.93
619,952,0.24
619,828,0.59
619,881,0.16
619,734,0.95
619,783,0.83
619,660,0.14
620,620,1.0
620,849,0.37
620,945,0.71
620,964,0.74
620,733,0.1
620,678,0.34
620,853,0.56
620,974,0.77
620,787,0.6
620,880,0.84
620,739,0.39
620,760,0.11
620,656,0.57
620,680,0.55
621,621,1.0
621,941,0.28
621,759,0.85
621,821,0.64
621,846,0.05
621,993,0.87
622,622,1.0
622,856,0.86
622,780,0.55
623,623,1.0
623,625,0.76
623,913,0.57
623,660,0.72
623,968,0.91
623,936,0.97
623,827,0.85
623,805,0.25
623,960,0.32
623,784,0.78
623,934,0.6
623,948,0.29
623,684,0.26
623,815,0.62
624,624,1.0
625,625,1.0
625,809,0.28
625,716,0.35
625,681,0.69
625,827,0.94
625,994,0.22
625,718,0.99
625,966,0.69
625,762,0.12
625,962,0.78
625,981,0.71
625,835,0.01
625,839,0.62
625,731,0.7
626,626,1.0
626,872,0.01
626,873,0.55
626,707,0.43
626,734,0.13
626,909,0.91
626,944,0.71
626,991,0.4
626,812,0.81
626,654,0.26
626,981,0.48
626,957,0.11
626,959,0.7
626,628,0.36
626,709,0.29
626,912,0.96
626,900,0.9
626,871,0.16
626,646,0.08
626,865,0.21
627,627,1.0
627,655,0.07
627,869,0.49
627,977,0.67
627,845,0.5
627,801,0.69
627,851,0.09
627,811,0.12
627,843,0.66
627,771,0.09
627,913,0.19
628,628,1.0
628,946,0.53
628,797,0.82
628,752,0.74
628,665,0.07
628,958,0.11
628,998,0.85
628,759,0.89
628,902,0.8
628,671,0.42
628,899,0.49
628,908,0.44
628,773,0.77
628,822,0.57
628,945,0.3
628,840,0.51
628,643,0.32
628,802,0.08
628,775,0.63
629,629,1.0
629,987,0.08
629,789,0.98
629,775,0.47
629,823,0.48
629,993,0.78
629,862,0.92
629,631,0.69
629,748,0.21
630,630,1.0
630,839,0.32
630,960,0.28
630,899,0.99
630,818,0.61
630,892,0.8
630,800,0.49
630,670,0.88
630,912,0.92
630,768,0.74
630,986,0.96
631,631,1.0
631,826,0.66
631,813,0.52
631,854,0.69
631,996,0.45
631,764,0.01
631,769,0.89
631,644,0.9
631,699,0.96
631,861,0.12
631,650,0.03
631,990,0.16
631,639,0.31
631,849,0.98
631,732,0.49
631,632,0.69
631,683,0.89
631,782,0.48
631,956,0.21
631,713,0.97
631,977,0.32
632,632,1.0
632,991,0.66
632,966,0.79
632,924,0.65
632,897,0.33
632,681,0.84
632,754,0.06
632,981,0.19
633,633,1.0
633,742,0.12
633,854,0.87
634,634,1.0
634,726,0.78
634,817,0.8
635,635,1.0
635,846,0.43
635,868,0.95
635,892,0.3
635,786,0.37
635,687,0.34
635,690,0.84
635,674,0.89
635,920,0.86
635,725,0.63
636,636,1.0
636,794,0.72
636,740,0.98
636,702,0.35
636,994,0.35
636,726,0.56
636,681,0.97
636,640,0.07
636,948,0.66
636,946,0.22
636,773,0.43
636,861,0.07
636,710,0.36
636,813,0.34
636,976,0.41
636,950,0.25
636,812,0.62
636,713,0.87
636,996,0.69
636,911,0.24
637,637,1.0
637,845,0.06
637,826,0.6
637,811,0.59
637,974,0.6
637,842,0.61
637,987,0.67
637,663,0.79
637,738,0.28
637,962,0.21
637,704,1.0
637,711,0.05
637,668,0.1
637,914,0.76
638,638,1.0
638,892,0.09
638,639,0.35
638,779,0.59
638,716,0.57
639,639,1.0
639,729,0.46
639,851,0.21
639,934,0.67
639,837,0.39
639,700,0.07
639,815,0.32
639,703,0.85
639,945,0.27
639,713,0.6
639,870,0.32
639,720,0.5
639,712,0.64
639,917,0.68
639,741,0.82
639,791,0.16
639,993,0.33
639,762,0.69
639,948,0.82
639,659,0.13
640,640,1.0
641,641,1.0
641,677,0.28
642,642,1.0
642,736,0.44
642,825,0.04
642,937,1.0
643,643,1.0
643,661,0.2
643,749,0.67
643,780,0.76
643,944,0.88
643,942,0.74
643,698,0.02
643,969,0.08
643,908,0.25
643,901,0.03
643,935,0.78
643,777,0.63
643,811,0.97
644,644,1.0
644,934,0.9
644,783,0.03
644,806,0.62
644,840,0.53
644,698,0.57
644,896,0.27
644,935,0.46
644,989,0.38
644,801,0.05
644,672,0.06
644,890,0.69
644,810,0.96
644,930,0.92
644,916,0.51
644,709,0.47
644,923,0.89
644,946,0.1
644,716,0.97
645,645,1.0
645,725,0.86
645,860,0.91
645,778,0.45
645,671,0.73
645,888,0.95
645,776,0.24
645,955,0.11
645,797,0.62
645,676,0.18
645,872,0.09
645,652,0.8
645,890,0.4
645,702,0.65
645,964,0.26
645,946,0.33
646,646,1.0
646,737,0.07
646,669,0.24
646,798,0.01
646,934,0.51
646,950,0.21
646,905,0.98
646,705,0.71
646,860,0.61
646,751,0.1
646,842,0.75
646,728,0.55
646,837,0.84
646,680,0.33
646,857,0.35
646,753,0.51
646,792,0.2
646,972,0.99
646,982,0.91
647,647,1.0
647,856,0.13
647,832,0.62
647,884,0.43
647,822,0.99
647,929,0.14
647,922,0.69
647,791,0.41
647,896,0.74
647,787,0.65
647,845,0.44
647,965,0.46
648,648,1.0
648,656,0.25
648,805,0.91
648,975,0.23
648,727,0.94
649,649,1.0
649,873,0.48
649,988,1.0
649,870,0.31
649,887,0.18
649,967,0.59
649,789,0.68
649,809,0.4
649,658,0.72
649,837,0.57
649,753,0.95
649,884,0.83
649,999,0.97
649,887,0.56
650,650,1.0
650,677,0.63
650,930,0.98
650,824,0.17
650,939,0.28
650,655,0.17
650,684,0.94
650,769,0.17
650,870,0.2
650,676,0.08
650,838,0.46
650,872,0.01
651,651,1.0
651,685,0.74
651,952,0.17
651,739,0.8
651,713,0.13
651,742,0.17
651,920,0.54
651,844,0.9
651,771,0.17
651,848,0.39
651,709,0.27
651,880,0.83
651,795,0.07
651,756,0.21
651,944,0.04
652,652,1.0
652,776,0.46
652,738,0.92
652,919,0.02
652,819,0.6
652,909,0.02
652,840,0.53
652,871,0.96
652,982,0.97
652,914,0.81
653,653,1.0
653,747,0.14
653,784,0.33
653,861,0.03
653,887,0.15
653,904,0.35
654,654,1.0
654,806,0.81
654,676,0.75
654,986,0.84
654,708,0.33
654,754,0.89
654,678,0.77
654,874,0.84
654,936,0.19
654,886,0.87
655,655,1.0
655,732,0.0
655,897,0.03
655,752,0.6
655,972,0.65
656,656,1.0
656,774,0.64
656,925,0.2
656,846,0.31
656,989,0.78
656,690,0.53
656,814,0.46
656,678,0.28
656,904,0.72
656,833,0.98
656,787,0.63
656,958,0.61
656,841,0.63
656,850,0.9
656,888,0.0
656,787,0.01
656,844,0.6
656,808,0.78
656,843,0.82
656,960,0.91
657,657,1.0
657,880,0.28
657,807,0.62
657,839,0.95
657,978,0.89
657,723,0.32
657,960,0.27
657,830,0.94
657,980,0.88
658,658,1.0
658,933,0.55
658,989,0.13
658,708,0.42
658,727,0.38
658,925,0.14
658,796,0.84
658,774,0.23
658,909,0.94
658,667,0.3
658,943,0.14
658,917,0.2
658,925,0.73
658,708,0.6
658,692,0.41
659,659,1.0
659,885,0.62
659,893,0.98
659,714,0.59
659,703,0.97
659,832,0.08
659,994,0.91
659,705,0.12
659,804,0.21
659,791,0.99
659,776,0.54
659,748,0.26
659,803,0.91
660,660,1.0
660,858,0.59
660,778,0.58
660,700,0.63
660,945,0.64
660,957,0.91
661,661,1.0
661,749,0.13
661,838,0.17
661,793,0.82
661,786,0.82
661,677,0.27
661,862,0.94
661,670,0.08
661,696,0.68
661,770,0.14
661,724,0.65
661,955,0.76
661,736,0.19
661,838,0.88
661,846,0.26
661,707,0.88
661,892,0.89
662,662,1.0
662,991,0.94
662,818,0.6
662,675,0.41
662,817,0.4
662,780,0.13
662,867,0.92
662,683,0.1
662,844,0.55
662,909,0.4
662,969,0.65
662,972,0.09
662,765,0.81
662,735,0.86
662,963,0.77
663,663,1.0
663,932,0.79
663,859,0.61
663,788,0.58
664,664,1.0
665,665,1.0
665,694,0.69
665,875,0.79
665,969,0.74
665,967,0.37
665,826,0.76
665,950,0.54
665,883,0.62
665,911,0.05
665,837,0.16
665,764,0.91
665,822,0.55
665,741,0.28
666,666,1.0
666,789,0.58
666,807,0.83
666,905,0.65
666,995,0.35
666,916,0.29
666,746,0.49
666,923,0.24
666,992,0.91
666,841,0.31
667,667,1.0
667,884,0.64
668,668,1.0
668,838,0.22
668,817,0.01
668,947,0.02
668,865,0.53
668,969,0.6
668,880,0.54
668,817,0.99
668,805,0.19
668,825,0.5
668,771,0.98
668,874,0.82
668,747,0.48
668,865,0.08
669,669,1.0
669,725,0.42
669,730,0.92
669,683,0.65
669,913,0.25
669,715,0.16
669,978,0.43
669,993,0.04
669,794,0.61
669,706,0.5
669,758,0.82
669,974,0.05
669,899,0.54
669,929,0.31
670,670,1.0
670,672,0.72
670,858,0.92
670,723,0.12
670,749,0.94
670,682,0.65
670,970,0.72
670,680,0.68
670,841,0.43
670,833,0.72
670,978,0.64
670,800,0.0
670,717,0.35
670,767,0.44
670,736,0.63
670,749,0.35
670,757,0.95
670,959,0.6
670,878,0.2
670,754,0.13
670,833,0.18
671,671,1.0
671,761,0.08
671,913,0.87
671,910,0.51
671,977,0.28
671,872,0.96
671,750,0.88
671,916,0.08
671,736,0.42
671,870,0.48
671,922,0.32
671,957,0.7
671,773,0.27
671,942,0.41
672,672,1.0
672,916,0.06
672,987,0.16
672,922,0.65
672,950,0.66
672,943,0.62
672,776,0.11
673,673,1.0
673,819,0.01
673,792,0.96
673,876,0.58
673,705,0.55
673,865,0.48
673,876,0.05
673,839,0.6
673,895,0.7
673,816,0.94
673,912,0.26
673,933,0.26
673,773,0.48
673,801,0.5
673,794,0.57
673,949,0.62
673,682,0.43
673,885,0.02
673,880,0.41
673,876,0.02
674,674,1.0
674,953,0.72
674,759,0.34
674,934,0.5
674,808,0.8
674,824,0.31
674,702,0.81
674,740,0.48
674,879,0.4
675,675,1.0
675,912,0.65
676,676,1.0
676,680,0.3
676,969,0.91
676,985,0.76
676,851,0.5
676,757,0.58
676,908,0.64
676,830,0.01
676,869,0.99
676,705,0.24
676,951,0.45
676,748,0.5
676,709,0.57
676,958,0.66
677,677,1.0
677,807,0.0
677,729,0.21
677,903,0.69
677,824,0.01
677,875,0.38
677,701,0.32
677,941,0.98
677,816,0.29
677,701,0.33
677,881,0.01
677,865,0.58
678,678,1.0
678,902,0.65
678,718,0.15
679,679,1.0
679,693,0.43
679,886,0.85
679,781,0.84
679,768,0.04
680,680,1.0
680,985,0.45
680,896,0.8
681,681,1.0
681,738,0.87
681,866,0.8
681,913,0.0
682,682,1.0
682,853,0.15
682,770,0.58
682,822,0.59
682,937,0.2
682,771,0.58
682,898,0.14
682,914,0.04
682,725,0.65
682,994,0.2
682,978,0.13
682,793,0.01
682,941,0.22
682,975,0.71
682,924,0.92
682,989,0.67
683,683,1.0
683,776,0.01
683,791,0.8
683,712,0.1
683,715,0.56
683,977,0.95
683,981,0.92
683,737,0.05
683,729,0.65
683,803,0.43
683,736,0.43
683,811,0.09
683,930,0.71
683,807,0.51
683,959,0.74
683,885,0.35
683,742,0.15
683,688,0.65
684,684,1.0
684,989,0.32
684,850,0.21
684,914,0.67
684,893,0.73
685,685,1.0
685,810,0.95
685,916,0.53
685,749,0.47
685,752,0.34
685,951,0.44
686,686,1.0
686,943,0.29
686,927,0.8
686,715,0.03
686,744,0.25
686,783,0.47
686,804,0.82
686,878,0.27
686,885,0.77
686,692,0.01
687,687,1.0
687,903,0.25
687,923,0.21
687,819,0.43
687,745,0.6
687,745,0.9
688,688,1.0
688,980,0.9
688,917,0.39
688,863,0.88
688,983,0.65
688,910,0.33
688,854,0.56
688,918,0.82
688,778,0.48
688,825,0.52
688,699,0.2
688,944,0.14
688,965,0.6
688,706,0.2
688,987,0.32
689,689,1.0
689,852,0.6
689,923,0.97
689,764,0.31
689,769,0.51
689,795,0.67
689,809,0.59
689,962,0.72
689,827,0.41
689,926,0.57
689,810,0.65
689,804,0.2
689,950,0.98
689,874,0.39
689,897,0.66
690,690,1.0
690,840,0.17
690,970,0.83
690,927,0.22
690,787,0.9
690,950,0.41
690,785,0.34
690,798,0.37
690,782,0.75
690,948,0.71
690,758,0.91
690,829,0.58
691,691,1.0
691,730,0.65
691,879,0.74
691,844,0.64
691,796,0.56
691,754,0.34
691,793,0.42
692,692,1.0
692,715,0.02
692,875,0.92
692,910,0.36
692,859,0.34
693,693,1.0
693,995,0.34
693,838,0.21
693,961,0.74
693,840,0.47
693,921,0.78
693,955,0.58
693,906,0.27
693,750,0.61
693,787,0.75
693,955,0.07
693,703,0.59
693,996,0.75
693,722,0.11
693,833,0.33
693,831,0.74
694,694,1.0
694,874,0.88
694,926,0.25
694,803,0.18
694,947,0.62
694,830,0.01
694,890,0.64
694,763,0.01
695,695,1.0
695,904,0.36
695,900,0.26
695,842,0.78
695,839,0.76
695,881,0.41
695,936,0.15
695,924,0.54
695,835,0.02
695,716,0.26
695,763,0.65
695,934,0.64
695,842,0.59
696,696,1.0
696,839,0.94
696,830,0.33
696,913,0.92
696,928,0.32
696,808,0.34
696,933,0.06
697,697,1.0
697,767,0.07
697,712,0.64
697,971,0.65
697,709,0.46
697,704,0.42
697,814,0.37
697,714,0.2
698,698,1.0
698,981,0.77
698,713,0.66
698,802,0.48
698,992,0.09
698,699,0.98
698,850,0.61
698,959,0.82
698,836,0.94
698,940,0.4
698,811,0.09
698,870,0.24
698,759,0.71
698,795,0.2
698,740,0.64
699,699,1.0
699,953,0.55
699,955,0.69
699,732,0.37
699,864,0.08
699,925,0.94
699,737,0.2
699,844,0.36
699,880,0.92
699,987,0.6
699,701,0.11
699,912,0.41
699,726,0.8
699,791,0.46
699,824,0.31
699,857,0.75
699,965,0.73
700,700,1.0
700,735,0.51
701,701,1.0
701,828,0.38
701,723,0.19
701,784,0.06
701,703,0.84
701,944,0.51
701,892,0.24
702,702,1.0
702,944,0.65
702,964,0.53
702,801,0.08
702,814,0.09
702,930,0.57
702,820,0.17
702,715,0.58
702,999,0.26
703,703,1.0
703,930,0.51
703,797,0.57
703,792,0.88
703,822,0.2
703,717,0.88
703,724,0.74
703,998,0.27
703,725,0.61
704,704,1.0
704,779,0.37
704,779,0.64
704,933,0.19
704,935,0.61
704,927,0.7
704,994,0.12
704,924,0.04
704,788,0.89
704,882,0.63
704,736,0.78
704,828,0.96
704,717,0.9
704,760,0.53
704,873,0.21
704,792,0.33
704,905,0.18
704,843,0.38
704,965,0.05
704,872,0.71
704,732,0.19
705,705,1.0
705,723,0.82
705,777,0.17
705,923,0.25
705,766,0.13
705,835,0.07
705,953,0.51
705,806,0.98
705,746,0.95
705,801,0.34
705,991,0.44
705,982,0.0
705,936,0.44
705,909,0.9
705,865,0.16
705,951,0.94
705,712,0.56
705,796,0.8
706,706,1.0
706,938,0.04
706,719,0.16
706,767,0.55
706,813,0.26
706,991,0.43
706,885,0.21
706,976,0.62
706,731,0.26
706,759,0.92
706,747,0.08
706,769,0.82
706,707,0.91
706,830,0.69
706,807,0.23
706,886,0.84
706,854,0.54
706,784,0.62
706,713,0.84
707,707,1.0
707,719,0.41
707,837,0.09
708,708,1.0
708,888,0.22
708,839,0.1
708,725,0.99
708,843,0.25
708,858,0.3
708,733,0.35
708,811,0.98
708,986,0.78
708,740,0.98
708,821,0.78
708,898,0.21
708,944,0.52
708,887,0.98
709,709,1.0
709,888,0.53
709,887,0.18
709,833,0.09
709,900,0.51
709,965,0.12
709,814,0.03
709,948,0.05
709,878,0.69
709,848,0.83
709,840,0.99
709,742,0.03
710,710,1.0
710,939,0.34
710,885,0.33
710,922,0.79
710,932,0.77
710,998,0.25
710,851,0.93
710,780,0.98
710,903,0.43
711,711,1.0
711,797,0.72
711,956,0.88
711,729,0.88
711,750,0.18
711,944,0.89
711,939,0.57
712,712,1.0
712,756,0.35
712,915,0.29
712,947,0.85
712,941,0.87
712,975,0.6
712,919,0.83
712,965,0.09
712,723,0.59
712,935,0.77
712,739,0.42
712,892,0.24
712,910,0.3
713,713,1.0
714,714,1.0
714,730,0.42
714,744,0.09
714,931,0.74
714,965,0.59
714,978,0.87
714,838,0.62
714,858,0.11
714,718,0.82
715,715,1.0
715,738,0.79
715,829,0.25
715,887,0.12
715,994,0.57
715,934,0.41
715,781,0.91
715,935,0.77
715,979,0.0
715,934,0.12
715,991,0.62
715,773,1.0
716,716,1.0
716,954,0.39
716,963,0.85
716,923,0.12
716,823,0.21
716,864,0.71
716,870,0.73
716,901,0.23
716,973,0.48
716,765,0.02
716,959,0.11
716,985,0.37
716,919,0.12
716,810,0.71
716,753,0.65
716,960,0.46
716,818,0.44
716,943,0.36
716,816,0.25
716,963,0.69
717,717,1.0
717,870,0.5
717,885,0.19
717,809,0.25
717,736,0.68
717,724,0.28
717,759,0.87
717,822,0.28
717,989,0.52
717,787,0.73
717,935,0.27
717,984,0.18
717,919,0.99
717,777,0.84
717,778,0.86
718,718,1.0
718,775,0.35
718,882,0.0
718,796,0.71
718,757,0.71
718,956,0.1
718,986,0.11
718,934,0.83
718,756,1.0
718,848,0.07
718,857,0.94
718,765,0.87
719,719,1.0
719,748,0.39
719,887,0.1
719,847,0.08
720,720,1.0
720,854,0.71
720,812,0.41
720,855,0.91
720,901,0.84
720,984,0.47
720,897,0.63
720,809,0.06
720,761,0.73
720,766,0.89
721,721,1.0
721,824,0.05
721,775,0.32
721,758,0.7
721,781,0.41
721,820,0.57
721,978,0.19
721,865,0.67
721,840,0.12
721,791,0.61
721,835,0.81
722,722,1.0
722,801,0.8
722,881,0.02
722,855,0.9
723,723,1.0
723,768,0.7
723,944,0.94
723,888,0.86
724,724,1.0
724,814,0.78
724,989,0.17
724,906,0.76
724,852,0.82
724,876,0.92
724,917,0.59
724,845,0.32
724,914,0.58
724,893,0.22
724,744,0.53
724,910,0.92
724,923,0.6
724,736,0.95
724,985,0.32
724,999,0.55
725,725,1.0
725,960,0.66
725,853,0.24
725,815,0.64
725,901,0.6
725,977,0.44
725,959,0.96
725,751,0.55
725,971,0.94
725,729,0.31
725,878,0.72
725,982,0.77
725,828,0.43
725,978,0.45
725,815,0.53
725,944,0.23
725,989,0.0
725,986,0.43
725,801,0.15
726,726,1.0
726,883,0.72
726,817,0.55
726,816,0.58
726,984,0.15
726,813,0.2
726,902,0.6
726,758,0.33
726,915,0.15
726,886,0.53
726,881,0.22
726,874,0.64
726,982,0.35
726,919,0.28
726,956,0.56
726,865,0.3
726,850,0.48
726,772,0.06
726,738,0.92
727,727,1.0
727,750,0.63
727,848,0.37
727,930,0.87
728,728,1.0
728,980,0.43
728,824,0.47
728,789,0.35
728,851,0.28
728,789,0.98
728,807,0.7
728,836,0.22
728,821,0.9
728,953,0.6
728,862,0.0
728,844,0.05
729,729,1.0
729,998,0.32
729,895,0.59
729,780,0.12
729,907,0.42
729,770,0.6
729,862,0.65
729,943,0.65
729,861,0.4
729,785,0.78
729,755,0.26
729,779,0.22
729,783,0.91
729,759,0.32
729,926,0.34
729,919,0.46
730,730,1.0
730,846,0.89
730,800,0.67
730,931,0.92
730,789,0.17
731,731,1.0
731,948,0.36
731,886,0.37
731,978,0.94
731,863,0.97
731,885,0.92
731,736,0.45
731,832,0.85
731,736,0.6
731,733,0.07
732,732,1.0
732,792,0.27
732,752,0.99
732,759,0.21
732,884,0.56
732,960,0.38
732,836,0.62
732,896,0.75
732,801,0.36
732,745,0.21
732,903,0.42
733,733,1.0
733,950,0.45
733,746,0.75
733,894,0.37
733,776,0.11
733,831,0.45
733,797,0.28
733,845,0.03
733,841,0.47
733,990,0.57
733,913,0.67
733,782,0.25
733,905,0.26
733,864,0.9
733,985,0.18
734,734,1.0
734,809,0.36
734,772,0.84
734,869,0.11
734,944,0.41
734,792,0.42
734,751,0.46
735,735,1.0
735,801,0.31
735,891,0.75
735,983,0.24
735,780,0.56
735,916,0.62
736,736,1.0
736,880,0.93
736,891,0.78
736,851,0.07
736,842,0.96
736,912,0.45
736,1000,0.09
736,956,0.1
736,943,1.0
736,994,0.48
736,933,0.23
736,749,0.99
736,976,0.31
736,869,0.1
737,737,1.0
737,997,0.55
737,980,0.7
737,750,0.38
737,748,0.68
737,845,0.72
737,864,0.99
737,936,0.93
738,738,1.0
738,921,0.89
738,994,0.88
738,748,0.2
738,820,0.85
738,852,0.46
738,994,0.98
738,762,0.67
738,985,0.71
738,885,0.29
738,969,0.69
738,963,0.51
738,953,0.17
738,871,0.05
738,944,0.95
738,789,0.13
738,886,0.95
738,763,0.55
738,860,0.27
738,855,0.91
739,739,1.0
739,928,0.47
739,838,0.14
739,934,0.56
739,744,0.15
739,879,0.04
739,884,0.46
739,975,0.73
739,782,0.32
739,787,0.9
739,965,0.22
739,882,0.12
739,930,0.82
739,849,0.62
739,999,0.51
739,896,0.73
740,740,1.0
740,847,0.98
740,932,0.56
740,800,0.62
740,970,0.71
740,942,0.01
740,999,0.19
740,778,0.78
740,986,0.77
740,973,0.3
740,906,0.02
740,750,0.54
740,935,0.37
740,997,0.74
740,942,0.28
740,775,0.9
740,940,0.59
740,848,0.56
740,878,0.73
740,898,0.27
741,741,1.0
741,767,0.46
741,835,0.63
741,913,0.13
741,1000,0.07
741,812,0.62
741,972,0.77
741,894,0.01
741,980,0.93
741,795,0.55
741,805,0.96
741,985,0.56
741,772,0.24
741,874,0.24
741,897,0.44
741,811,0.26
741,810,0.48
741,998,0.86
742,742,1.0
742,851,0.59
742,758,0.12
742,747,0.34
742,758,0.33
742,772,0.27
742,747,0.92
742,779,0.66
742,961,0.37
742,783,0.95
742,808,0.05
742,809,0.42
742,868,0.16
742,748,0.58
742,945,0.86
742,827,0.03
742,898,0.47
742,959,0.64
742,896,0.22
743,743,1.0
743,950,0.47
743,883,0.15
743,909,0.49
743,883,0.23
743,844,0.27
743,967,0.83
743,934,0.41
743,922,0.83
743,850,0.14
743,963,0.48
743,962,0.46
743,878,0.96
743,913,0.87
743,767,0.24
744,744,1.0
744,942,0.33
745,745,1.0
745,896,0.99
745,950,0.94
745,843,0.28
745,900,0.8
745,846,0.91
745,944,0.83
745,836,0.3
745,820,0.36
745,898,0.07
745,907,0.25
745,789,0.05
745,910,0.68
745,868,0.44
745,787,0.42
745,975,0.59
746,746,1.0
746,826,0.95
746,825,0.0
746,805,0.92
746,847,0.74
746,876,0.94
746,759,0.8
746,958,0.88
747,747,1.0
747,890,0.62
747,788,0.31
747,857,0.2
747,877,0.6
747,964,0.03
747,933,0.38
747,881,0.96
747,802,0.37
747,753,0.22
747,893,0.62
747,903,0.72
747,903,0.8
747,930,0.56
747,960,0.3
747,982,0.39
747,858,0.16
747,803,0.23
747,836,0.64
747,809,0.6
747,979,0.39
748,748,1.0
748,905,0.82
748,999,0.19
748,803,0.3
748,888,0.34
748,778,0.77
748,965,0.45
749,749,1.0
749,991,0.13
749,967,0.55
750,750,1.0
750,964,0.37
750,756,0.99
750,810,0.01
750,831,0.95
750,841,0.02
750,876,0.29
750,828,0.25
750,782,0.77
750,992,0.01
750,950,0.06
750,968,0.88
750,866,0.35
750,835,0.22
750,903,0.68
750,845,0.84
750,861,0.93
750,912,0.67
751,751,1.0
752,752,1.0
752,867,0.38
752,857,0.01
752,889,0.19
752,926,0.14
752,893,0.74
752,770,0.59
752,921,0.61
752,849,0.97
752,880,0.32
752,1000,0.02
753,753,1.0
753,808,0.93
753,812,0.49
753,773,0.28
753,930,0.11
753,834,0.32
753,876,0.16
753,935,0.49
753,847,0.11
753,906,0.86
754,754,1.0
754,792,0.45
754,886,0.79
754,819,0.79
754,850,0.34
754,814,0.57
754,901,0.92
754,898,0.15
754,905,0.36
754,912,0.54
754,816,0.41
754,972,0.05
754,869,0.63
754,779,0.94
754,841,0.87
754,963,1.0
754,935,0.78
754,900,1.0
754,837,0.99
755,755,1.0
755,818,0.45
755,884,0.13
755,843,0.05
755,947,0.23
755,817,0.78
755,924,0.95
755,916,0.3
755,893,0.15
755,857,0.14
755,767,0.21
755,857,0.63
755,867,0.14
755,849,0.6
755,943,0.77
755,831,0.76
756,756,1.0
756,850,0.72
756,845,0.72
756,867,0.68
756,882,0.66
756,855,0.24
756,788,0.94
756,852,0.69
756,789,0.16
756,950,0.33
757,757,1.0
757,920,0.73
757,993,0.02
757,822,0.55
757,885,0.3
757,886,0.54
757,799,0.57
758,758,1.0
758,961,0.55
758,787,0.77
758,947,0.4
758,819,0.0
759,759,1.0
759,849,0.84
759,838,0.27
759,761,0.2
759,978,0.86
759,885,0.24
759,900,0.77
759,816,0.63
759,941,0.34
759,965,0.87
759,861,0.03
759,969,0.94
759,911,0.25
759,905,0.06
759,823,0.11
760,760,1.0
760,871,0.57
760,798,0.46
760,814,0.71
760,805,0.88
760,836,0.01
760,937,0.84
760,970,0.84
760,846,0.48
760,889,0.4
760,894,0.06
760,954,0.17
760,804,0.94
760,867,0.36
760,792,0.42
760,886,0.18
760,989,0.61
760,862,0.41
760,992,0.12
760,969,0.42
760,906,0.42
761,761,1.0
761,996,0.05
761,784,0.87
761,816,0.75
761,819,0.69
761,966,0.81
761,901,0.85
761,814,0.51
761,1000,0.81
761,930,0.87
761,849,0.88
761,809,0.5
761,914,0.48
761,844,0.63
761,874,0.64
761,956,0.88
761,986,0.81
761,820,0.73
761,896,0.66
761,969,0.08
762,762,1.0
762,923,0.53
762,886,0.22
762,938,0.75
762,863,0.65
762,783,0.99
762,998,0.92
762,834,0.43
762,921,0.32
763,763,1.0
763,926,0.45
763,921,0.47
763,794,0.77
763,790,0.03
764,764,1.0
764,925,0.23
764,891,0.69
764,992,0.05
764,828,0.68
764,778,0.5
764,871,0.48
764,987,0.06
764,830,0.78
764,811,0.72
764,829,0.79
765,765,1.0
765,972,0.91
765,992,0.05
765,963,0.74
765,882,0.74
765,799,0.71
765,834,0.77
765,876,0.73
765,990,0.48
765,783,0.44
765,912,0.56
765,871,0.85
765,875,0.14
765,838,0.36
765,885,0.3
765,901,0.98
765,888,0.38
765,898,0.75
765,961,0.37
765,929,0.07
766,766,1.0
766,898,0.58
766,903,0.03
766,873,0.14
766,774,0.65
766,841,0.66
766,866,1.0
767,767,1.0
767,954,0.39
767,791,0.06
767,791,0.22
767,902,0.26
767,772,0.71
767,955,0.83
767,922,0.94
767,980,0.02
767,832,0.98
767,929,0.62
767,898,0.13
767,885,0.56
767,950,0.77
767,944,0.12
767,803,0.02
767,815,0.89
767,994,0.92
767,801,0.41
768,768,1.0
768,834,0.68
768,842,0.35
769,769,1.0
769,842,0.74
769,935,0.53
769,804,0.47
769,931,0.26
769,976,0.05
769,964,0.59
769,807,0.54
769,840,0.27
769,875,0.84
769,975,0.61
769,881,0.19
769,893,0.99
769,934,0.84
769,981,0.79
769,979,0.93
769,864,0.81
769,849,0.47
769,883,0.83
770,770,1.0
770,773,0.99
770,777,0.36
770,973,0.89
770,783,0.23
770,889,0.34
770,840,0.35
770,846,0.48
770,830,0.03
770,979,0.93
770,805,0.47
770,930,0.18
770,860,0.93
770,777,0.95
771,771,1.0
771,973,0.86
771,834,0.41
771,913,0.55
771,910,0.01
771,847,0.79
771,987,0.7
771,975,0.73
771,883,0.18
771,892,0.93
772,772,1.0
772,848,0.05
772,809,0.92
772,913,0.37
772,848,0.7
772,819,0.63
772,943,0.31
772,882,0.51
772,806,0.39
772,848,0.51
773,773,1.0
773,898,0.94
773,869,0.45
773,801,0.11
773,940,0.03
773,819,0.31
773,799,0.65
773,991,0.39
773,995,0.2
773,860,0.14
773,993,0.49
773,851,0.27
773,883,0.79
773,878,0.21
773,851,0.21
773,830,0.53
773,936,0.4
773,862,0.99
774,774,1.0
774,962,0.88
774,839,0.99
774,781,0.06
