userid,serviceid,lam1000,lam3000,lam5000,effencicy
852,852-2,0.45,1.25,1.53,1.64
852,852-1,0.24,0.92,1.5,1.94
853,853-5,0.39,0.88,1.8,1.91
853,853-4,0.41,0.95,1.58,1.82
853,853-3,0.3,0.83,1.62,1.77
853,853-2,0.27,1.11,1.73,1.78
853,853-1,0.4,0.94,1.49,1.63
854,854-5,0.32,1.04,1.66,1.9
854,854-4,0.39,1.02,1.73,1.73
854,854-3,0.35,1.13,1.61,1.62
854,854-2,0.34,0.98,1.74,1.87
854,854-1,0.3,1.0,1.78,1.95
855,855-5,0.32,1.04,1.71,1.83
855,855-4,0.32,1.1,1.41,1.42
855,855-3,0.4,0.93,1.69,1.94
855,855-2,0.21,1.15,1.84,1.95
855,855-1,0.43,1.15,1.59,1.84
856,856-3,0.45,0.84,1.76,1.91
856,856-2,0.42,1.09,1.49,1.63
856,856-1,0.3,0.88,1.43,1.49
857,857-1,0.36,0.99,1.48,1.53
858,858-2,0.27,0.99,1.55,1.65
858,858-1,0.38,1.12,0.02,1.31
859,859-3,0.34,1.14,1.51,1.6
859,859-2,0.26,1.13,1.67,1.73
859,859-1,0.27,1.04,1.72,1.81
860,860-5,0.23,0.97,1.73,1.85
860,860-4,0.32,0.92,1.7,1.76
860,860-3,0.42,1.1,1.51,1.73
860,860-2,0.41,0.89,1.91,1.94
860,860-1,0.37,0.95,1.67,1.79
861,861-1,0.32,0.89,1.84,1.86
862,862-2,0.35,0.97,1.53,1.54
862,862-1,0.28,0.92,1.77,1.97
863,863-4,0.39,1.05,1.73,1.88
863,863-3,0.36,1.03,1.51,1.63
863,863-2,0.3,0.95,1.96,2.0
863,863-1,0.33,1.11,1.92,1.95
864,864-3,0.25,0.94,1.53,1.54
864,864-2,0.27,1.15,1.7,1.98
864,864-1,0.28,1.04,1.82,1.83
865,865-3,0.36,1.04,1.84,1.95
865,865-2,0.35,0.98,1.43,1.69
865,865-1,0.33,0.96,1.88,2.0
866,866-3,0.33,0.92,1.67,1.76
866,866-2,0.37,1.0,1.61,1.68
866,866-1,0.33,1.03,1.8,1.91
867,867-3,0.47,0.85,1.8,1.85
867,867-2,0.24,0.98,1.71,1.91
867,867-1,0.28,0.88,1.62,1.67
868,868-4,0.23,0.98,1.69,1.69
868,868-3,0.25,0.89,1.58,1.66
868,868-2,0.35,1.19,1.64,1.7
868,868-1,0.36,0.72,1.71,1.81
869,869-3,0.35,1.01,1.8,1.81
869,869-2,0.38,0.88,1.54,1.71
869,869-1,0.35,1.07,1.57,1.66
870,870-1,0.28,0.86,1.9,1.9
871,871-2,0.31,0.91,1.53,1.66
871,871-1,0.37,1.16,1.43,1.52
872,872-5,0.47,0.96,1.54,1.58
872,872-4,0.41,1.09,1.73,1.9
872,872-3,0.26,0.89,1.87,1.91
872,872-2,0.32,0.85,1.54,1.66
872,872-1,0.37,0.8,1.35,1.61
873,873-1,0.23,0.99,1.47,1.61
874,874-2,0.27,1.08,1.71,1.76
874,874-1,0.35,0.96,1.62,1.66
875,875-4,0.34,0.83,1.56,1.63
875,875-3,0.3,1.13,1.67,1.8
875,875-2,0.27,1.08,1.58,1.68
875,875-1,0.32,1.09,1.74,1.85
876,876-1,0.43,0.97,1.59,1.64
877,877-5,0.25,0.9,1.63,1.93
877,877-4,0.28,1.05,1.69,1.69
877,877-3,0.33,1.0,1.82,1.82
877,877-2,0.34,0.95,1.66,1.8
877,877-1,0.3,0.99,1.7,1.74
878,878-3,0.36,1.17,1.61,1.89
878,878-2,0.33,0.93,1.62,1.72
878,878-1,0.29,0.96,1.58,1.65
879,879-1,0.28,1.02,1.55,1.7
880,880-2,0.4,1.03,1.36,1.62
880,880-1,0.24,0.96,1.58,1.7
881,881-4,0.32,1.12,1.89,1.98
881,881-3,0.29,0.96,1.75,1.81
881,881-2,0.37,1.29,1.63,1.69
881,881-1,0.3,0.91,1.55,1.79
882,882-1,0.25,1.02,1.51,1.53
883,883-5,0.27,1.17,1.65,1.68
883,883-4,0.33,0.94,1.37,1.49
883,883-3,0.33,0.91,1.47,1.73
883,883-2,0.29,1.26,1.72,1.73
883,883-1,0.32,1.09,1.71,1.77
884,884-4,0.34,0.91,1.79,1.89
884,884-3,0.34,0.96,1.72,1.85
884,884-2,0.29,1.16,1.65,1.74
884,884-1,0.4,0.95,1.86,1.89
885,885-4,0.34,0.85,1.72,1.78
885,885-3,0.32,0.99,1.52,1.56
885,885-2,0.42,1.26,1.48,1.73
885,885-1,0.33,1.12,1.79,1.8
886,886-2,0.39,0.83,1.61,1.64
886,886-1,0.31,1.1,1.67,1.7
887,887-4,0.41,1.05,1.56,1.63
887,887-3,0.36,1.19,1.56,1.7
887,887-2,0.3,1.07,1.67,1.75
887,887-1,0.39,0.99,1.78,1.93
888,888-4,0.2,0.98,1.74,1.75
888,888-3,0.31,1.08,1.69,1.77
888,888-2,0.39,1.04,1.86,1.94
888,888-1,0.33,1.23,1.78,1.8
889,889-5,0.33,1.03,1.48,1.62
889,889-4,0.32,1.14,1.57,1.59
889,889-3,0.24,0.92,1.55,1.57
889,889-2,0.35,0.92,1.72,1.86
889,889-1,0.37,0.93,1.84,1.91
890,890-3,0.48,1.2,1.76,1.87
890,890-2,0.33,1.2,1.53,1.62
890,890-1,0.33,1.0,1.81,1.9
891,891-3,0.34,1.13,1.67,1.77
891,891-2,0.45,1.04,1.61,1.68
891,891-1,0.34,1.1,1.69,1.69
892,892-4,0.28,1.04,1.6,1.65
892,892-3,0.26,0.89,1.49,1.52
892,892-2,0.41,1.04,1.68,1.69
892,892-1,0.34,1.09,1.53,1.8
893,893-5,0.37,1.02,1.66,1.77
893,893-4,0.26,1.15,1.65,1.71
893,893-3,0.26,0.95,1.88,1.95
893,893-2,0.19,0.99,1.55,1.7
893,893-1,0.32,1.07,1.82,1.87
894,894-1,0.38,0.88,1.74,1.76
895,895-5,0.28,1.08,1.99,2.0
895,895-4,0.32,1.06,1.56,1.6
895,895-3,0.31,0.97,1.35,1.38
895,895-2,0.28,0.94,1.84,1.86
895,895-1,0.22,1.03,1.58,1.79
896,896-1,0.32,1.09,1.56,1.64
897,897-2,0.39,1.06,1.59,1.62
897,897-1,0.42,1.08,1.72,1.95
898,898-1,0.34,0.99,1.71,1.78
899,899-3,0.34,0.88,1.73,1.78
899,899-2,0.28,1.07,1.6,1.71
899,899-1,0.37,1.11,1.81,1.86
900,900-2,0.28,1.01,1.85,1.99
900,900-1,0.25,0.99,1.9,2.0
901,901-5,0.42,0.97,1.67,1.71
901,901-4,0.39,1.19,1.66,1.7
901,901-3,0.26,1.01,1.83,1.84
901,901-2,0.31,1.05,1.75,1.87
901,901-1,0.3,0.74,1.75,1.83
902,902-1,0.29,0.96,1.63,1.65
903,903-4,0.45,1.0,1.69,1.82
903,903-3,0.31,0.85,1.74,1.77
903,903-2,0.44,1.11,1.6,1.65
903,903-1,0.32,0.99,1.64,1.78
904,904-2,0.34,0.92,1.53,1.83
904,904-1,0.35,0.87,1.65,1.67
905,905-5,0.4,0.87,1.8,1.81
905,905-4,0.33,0.88,1.46,1.6
905,905-3,0.38,0.8,1.66,1.95
905,905-2,0.38,0.94,1.77,1.92
905,905-1,0.4,1.08,1.67,1.93
906,906-2,0.19,1.12,1.55,1.62
906,906-1,0.35,1.09,1.71,1.8
907,907-1,0.38,1.07,1.74,1.75
908,908-4,0.29,0.93,1.62,1.72
908,908-3,0.28,0.94,1.64,1.77
908,908-2,0.29,1.0,1.62,1.65
908,908-1,0.39,1.13,1.71,1.75
909,909-2,0.36,1.05,1.71,1.84
909,909-1,0.41,1.0,1.7,1.73
910,910-4,0.34,1.03,1.62,1.65
910,910-3,0.3,1.0,1.71,1.8
910,910-2,0.26,0.94,1.97,2.0
910,910-1,0.32,0.99,1.75,1.83
911,911-1,0.26,0.89,1.47,1.57
912,912-5,0.3,0.92,1.6,1.74
912,912-4,0.31,1.02,1.6,1.71
912,912-3,0.3,0.9,1.61,1.73
912,912-2,0.35,0.99,1.58,1.71
912,912-1,0.3,1.01,1.69,1.73
913,913-4,0.29,0.87,1.86,1.97
913,913-3,0.35,1.03,1.59,1.73
913,913-2,0.3,1.05,1.87,1.98
913,913-1,0.29,1.01,1.59,1.75
914,914-3,0.47,0.95,1.69,1.78
914,914-2,0.25,1.02,1.78,1.78
914,914-1,0.36,1.24,1.77,1.84
915,915-2,0.34,0.87,1.71,1.71
915,915-1,0.27,1.03,1.88,1.99
916,916-4,0.29,0.88,1.84,1.87
916,916-3,0.29,0.88,1.53,1.63
916,916-2,0.42,1.07,1.58,1.58
916,916-1,0.33,0.92,1.62,1.62
917,917-1,0.29,0.97,1.79,1.86
918,918-2,0.37,1.01,1.62,1.68
918,918-1,0.3,0.89,1.57,1.67
919,919-3,0.26,0.91,1.86,1.87
919,919-2,0.37,1.17,1.64,1.69
919,919-1,0.35,0.9,1.64,1.78
920,920-3,0.33,1.07,1.48,1.91
920,920-2,0.33,1.02,1.9,1.96
920,920-1,0.26,1.05,1.59,1.7
921,921-2,0.41,0.96,1.68,1.8
921,921-1,0.35,1.05,1.67,1.72
922,922-4,0.32,0.81,1.67,1.67
922,922-3,0.29,1.16,1.78,1.83
922,922-2,0.32,1.02,1.59,1.64
922,922-1,0.36,1.06,1.54,1.62
923,923-2,0.33,1.12,1.76,1.77
923,923-1,0.35,1.08,1.88,1.92
924,924-5,0.49,1.0,1.58,1.63
924,924-4,0.42,0.98,1.65,1.69
924,924-3,0.29,0.94,1.79,2.0
924,924-2,0.41,0.9,1.66,1.77
924,924-1,0.33,1.09,1.57,1.6
925,925-3,0.38,1.11,1.87,1.96
925,925-2,0.28,0.96,1.63,1.95
925,925-1,0.32,0.97,1.72,1.82
926,926-2,0.41,0.88,1.65,1.87
926,926-1,0.38,0.86,1.4,1.59
927,927-5,0.46,1.11,1.55,1.69
927,927-4,0.39,0.95,1.76,1.84
927,927-3,0.31,0.96,1.67,1.68
927,927-2,0.34,0.97,1.44,1.55
927,927-1,0.47,1.08,1.67,1.73
928,928-3,0.41,1.0,1.65,1.81
928,928-2,0.33,0.97,1.59,1.71
928,928-1,0.35,0.8,1.76,1.82
929,929-3,0.42,1.08,1.63,1.9
929,929-2,0.32,1.13,1.61,1.69
929,929-1,0.25,0.9,1.53,1.77
930,930-5,0.32,1.03,1.59,1.93
930,930-4,0.35,0.98,1.76,1.91
930,930-3,0.34,1.24,1.67,1.8
930,930-2,0.42,0.98,1.49,1.6
930,930-1,0.29,0.9,1.66,1.73
931,931-3,0.29,0.79,1.62,1.68
931,931-2,0.34,1.26,1.9,2.0
931,931-1,0.33,1.09,1.53,1.67
932,932-5,0.3,1.19,1.65,1.79
932,932-4,0.25,1.02,1.57,1.77
932,932-3,0.4,1.08,1.66,1.73
932,932-2,0.44,0.94,1.63,1.67
932,932-1,0.31,1.01,1.59,1.6
933,933-1,0.34,0.93,1.42,1.53
934,934-3,0.39,0.97,1.73,1.84
934,934-2,0.31,1.29,1.66,1.67
934,934-1,0.34,0.98,1.73,1.79
935,935-2,0.32,0.91,1.54,1.6
935,935-1,0.39,1.02,1.82,1.91
936,936-2,0.23,1.05,1.45,1.85
936,936-1,0.36,1.11,1.5,1.62
937,937-4,0.39,0.97,1.52,1.81
937,937-3,0.32,1.28,1.51,1.62
937,937-2,0.4,0.9,1.47,1.56
937,937-1,0.33,1.05,1.63,1.69
938,938-5,0.31,1.19,1.82,1.86
938,938-4,0.3,1.09,1.78,1.88
938,938-3,0.29,0.83,1.62,1.67
938,938-2,0.28,1.13,1.5,1.65
938,938-1,0.42,1.06,1.61,1.73
939,939-5,0.26,0.98,1.83,1.88
939,939-4,0.33,1.1,1.49,1.68
939,939-3,0.45,1.0,1.71,1.72
939,939-2,0.33,0.99,1.88,1.94
939,939-1,0.4,1.04,1.98,2.0
940,940-4,0.3,1.08,1.57,1.61
940,940-3,0.31,1.04,1.61,1.73
940,940-2,0.36,0.87,1.88,1.98
940,940-1,0.32,0.81,1.7,1.9
941,941-1,0.36,1.07,1.71,1.79
942,942-2,0.31,1.04,1.66,1.76
942,942-1,0.37,0.97,1.89,2.0
943,943-2,0.32,0.89,1.62,1.72
943,943-1,0.39,1.08,1.66,1.72
944,944-5,0.43,1.05,1.72,1.81
944,944-4,0.28,1.1,1.64,1.77
944,944-3,0.4,0.96,1.45,1.52
944,944-2,0.42,1.0,1.64,1.71
944,944-1,0.3,0.88,1.67,1.74
945,945-3,0.23,1.0,1.72,1.84
945,945-2,0.4,1.33,1.41,1.59
945,945-1,0.39,1.04,1.49,1.84
946,946-1,0.24,1.13,1.78,1.83
947,947-3,0.31,0.95,1.68,1.75
947,947-2,0.23,1.0,1.83,1.96
947,947-1,0.41,1.08,1.49,1.95
948,948-1,0.35,1.17,1.7,1.77
949,949-4,0.38,1.15,1.71,1.86
949,949-3,0.36,0.88,1.7,1.84
949,949-2,0.31,1.02,1.72,1.87
949,949-1,0.25,1.13,1.77,1.8
950,950-5,0.25,0.98,1.55,1.67
950,950-4,0.37,1.14,0.02,1.31
950,950-3,0.3,0.76,1.6,1.7
950,950-2,0.3,0.99,1.66,1.75
950,950-1,0.28,0.86,1.57,1.58
951,951-3,0.36,0.93,1.58,1.99
951,951-2,0.26,0.78,1.89,2.0
951,951-1,0.24,0.89,1.4,1.54
952,952-4,0.38,1.12,1.7,1.71
952,952-3,0.36,1.08,1.76,1.82
952,952-2,0.35,0.98,1.76,1.79
952,952-1,0.32,1.19,1.72,2.0
953,953-5,0.32,0.78,1.44,1.92
953,953-4,0.36,0.93,1.41,1.52
953,953-3,0.41,1.03,1.7,1.96
953,953-2,0.37,0.97,1.44,1.49
953,953-1,0.44,0.97,1.5,1.62
954,954-1,0.29,1.02,1.73,1.78
955,955-4,0.27,1.04,1.47,1.95
955,955-3,0.3,1.05,1.87,1.93
955,955-2,0.33,0.95,1.74,1.88
955,955-1,0.37,1.0,1.64,1.74
956,956-3,0.4,0.99,1.54,1.67
956,956-2,0.43,1.0,1.69,1.77
956,956-1,0.33,1.06,1.55,1.57
957,957-5,0.29,1.07,1.78,1.82
957,957-4,0.17,1.16,1.52,1.56
957,957-3,0.35,1.0,1.66,1.76
957,957-2,0.3,1.21,1.78,1.88
957,957-1,0.28,1.1,1.67,1.77
958,958-4,0.48,0.91,1.7,1.7
958,958-3,0.3,1.04,1.72,1.72
958,958-2,0.46,0.78,1.7,1.72
958,958-1,0.29,0.87,1.69,1.81
959,959-4,0.26,1.14,1.69,1.81
959,959-3,0.31,1.17,1.66,1.99
959,959-2,0.4,1.04,1.83,1.95
959,959-1,0.3,1.16,1.54,1.78
960,960-3,0.4,1.02,1.61,2.0
960,960-2,0.33,0.97,1.51,1.9
960,960-1,0.36,1.01,1.66,1.67
961,961-4,0.36,0.98,1.69,1.81
961,961-3,0.31,0.96,1.56,1.67
961,961-2,0.3,1.02,1.58,1.71
961,961-1,0.46,1.0,0.02,1.96
962,962-3,0.41,0.98,1.63,1.67
962,962-2,0.31,0.87,1.61,1.67
962,962-1,0.36,0.99,1.76,1.91
963,963-2,0.46,0.82,1.53,1.67
963,963-1,0.27,1.16,1.79,1.81
964,964-2,0.26,0.97,0.02,1.11
964,964-1,0.33,1.2,1.79,1.88
965,965-3,0.26,1.07,1.73,1.99
965,965-2,0.4,1.01,1.86,1.86
965,965-1,0.36,1.06,1.74,1.82
966,966-1,0.43,1.1,1.79,1.91
967,967-1,0.32,1.06,1.86,1.99
968,968-3,0.32,0.95,1.47,1.6
968,968-2,0.32,0.98,1.71,1.8
968,968-1,0.38,0.95,1.51,1.66
969,969-5,0.39,1.17,1.98,2.0
969,969-4,0.28,1.07,1.48,1.61
969,969-3,0.28,0.92,1.86,1.96
969,969-2,0.28,1.06,1.94,2.0
969,969-1,0.26,1.04,1.64,1.82
970,970-4,0.34,0.91,1.77,1.9
970,970-3,0.36,0.94,1.79,1.85
970,970-2,0.36,0.98,1.59,1.77
970,970-1,0.34,0.86,1.77,1.93
971,971-4,0.38,1.03,1.8,1.85
971,971-3,0.34,1.04,1.48,1.84
971,971-2,0.32,0.98,1.56,1.94
971,971-1,0.39,1.13,1.78,1.83
972,972-1,0.39,0.9,1.66,1.99
973,973-4,0.35,0.96,1.77,1.89
973,973-3,0.37,1.06,1.69,1.8
973,973-2,0.22,1.08,1.61,1.96
973,973-1,0.36,1.16,1.65,1.73
974,974-2,0.47,1.04,1.6,1.7
974,974-1,0.37,0.85,1.52,1.83
975,975-5,0.34,0.97,1.75,1.77
975,975-4,0.33,1.02,1.48,1.61
975,975-3,0.34,0.97,1.6,1.64
975,975-2,0.34,0.79,1.6,1.68
975,975-1,0.26,0.82,1.43,1.55
976,976-4,0.34,0.96,1.59,1.59
976,976-3,0.27,0.97,1.82,1.82
976,976-2,0.28,1.07,1.65,1.76
976,976-1,0.34,1.05,1.7,1.82
977,977-4,0.36,0.92,1.68,1.76
977,977-3,0.39,1.14,1.82,1.96
977,977-2,0.38,0.87,1.77,1.86
977,977-1,0.41,1.26,1.63,1.99
978,978-4,0.39,1.15,1.77,1.91
978,978-3,0.34,1.04,1.59,1.64
978,978-2,0.41,0.96,1.53,1.61
978,978-1,0.25,1.06,1.65,1.7
979,979-2,0.5,1.05,1.98,2.0
979,979-1,0.38,0.97,1.54,1.87
980,980-3,0.33,1.05,1.57,1.59
980,980-2,0.34,1.06,1.72,1.85
980,980-1,0.34,0.91,1.92,1.97
981,981-5,0.4,1.01,1.48,1.5
981,981-4,0.36,1.16,1.74,1.78
981,981-3,0.31,0.97,1.61,1.75
981,981-2,0.24,1.03,1.61,1.66
981,981-1,0.39,0.8,1.67,1.75
982,982-4,0.37,0.97,1.49,1.67
982,982-3,0.22,0.89,1.63,1.7
982,982-2,0.28,1.13,1.48,1.83
982,982-1,0.38,0.96,1.59,1.69
983,983-2,0.32,0.99,1.73,1.96
983,983-1,0.38,0.95,1.69,1.7
984,984-1,0.35,0.95,1.74,1.8
985,985-3,0.52,0.9,1.65,1.75
985,985-2,0.37,1.01,1.6,1.65
985,985-1,0.31,0.88,1.91,2.0
986,986-5,0.3,1.15,1.75,1.77
986,986-4,0.41,1.08,1.71,1.74
986,986-3,0.29,1.07,1.6,1.64
986,986-2,0.32,1.0,1.66,1.92
986,986-1,0.31,1.26,1.75,1.87
987,987-4,0.38,0.98,1.65,1.68
987,987-3,0.37,0.99,1.58,1.74
987,987-2,0.26,1.24,1.68,1.78
987,987-1,0.37,1.01,1.89,1.98
988,988-3,0.39,0.8,1.85,1.93
988,988-2,0.24,0.97,1.67,1.88
988,988-1,0.36,0.94,1.57,1.69
989,989-5,0.33,0.96,1.58,1.75
989,989-4,0.27,1.06,1.69,1.76
989,989-3,0.39,0.75,1.63,1.66
989,989-2,0.36,1.04,1.5,1.6
989,989-1,0.45,1.02,1.68,1.87
990,990-4,0.33,1.13,1.86,1.94
990,990-3,0.3,0.97,1.73,1.79
990,990-2,0.26,1.01,1.88,1.93
990,990-1,0.36,0.83,1.54,1.57
991,991-1,0.26,1.05,1.64,1.66
992,992-4,0.4,0.96,1.69,1.71
992,992-3,0.36,1.05,1.7,1.83
992,992-2,0.32,1.21,1.53,1.65
992,992-1,0.36,0.85,1.69,1.77
993,993-1,0.32,0.9,1.75,1.9
994,994-3,0.4,1.09,1.68,1.78
994,994-2,0.34,1.01,1.86,1.89
994,994-1,0.35,1.08,1.9,1.98
995,995-5,0.39,0.94,1.66,1.7
995,995-4,0.32,1.09,1.8,1.86
995,995-3,0.31,1.13,1.57,1.59
995,995-2,0.35,1.05,1.66,1.72
995,995-1,0.27,0.82,1.81,1.91
996,996-2,0.3,1.0,1.61,1.69
996,996-1,0.4,1.0,1.49,1.57
997,997-4,0.39,0.8,1.71,1.82
997,997-3,0.32,0.86,1.78,1.84
997,997-2,0.44,1.06,1.83,1.86
997,997-1,0.41,0.98,1.66,1.74
998,998-2,0.27,0.96,1.82,1.94
998,998-1,0.42,1.05,1.79,1.89
999,999-3,0.29,0.92,1.58,1.96
999,999-2,0.34,0.92,1.47,1.55
999,999-1,0.26,1.04,1.63,1.7
1000,1000-4,0.25,1.11,1.74,1.78
1000,1000-3,0.3,0.98,1.74,1.82
1000,1000-2,0.4,0.95,1.74,1.92
1000,1000-1,0.38,1.03,1.84,1.88
